from,to,gt_weight
TEAD4,RGPD2,1
TEAD4,SRSF3,1
TEAD4,CDK6,1
TEAD4,RAI14,1
TEAD4,TRUB1,1
TEAD4,HELZ,1
TEAD4,RNF19A,1
TEAD4,DUSP4,1
TEAD4,TCF4,1
TEAD4,MCC,1
TEAD4,ILF3,1
TEAD4,RGS5,1
TEAD4,ANXA3,1
TEAD4,COBLL1,1
TEAD4,CNTRL,1
TEAD4,ATG4C,1
TEAD4,HNRNPD,1
TEAD4,HIF3A,1
TEAD4,STAT3,1
TEAD4,MATN3,1
TEAD4,RARG,1
TEAD4,KIF15,1
TEAD4,TCF19,1
TEAD4,MCM5,1
TEAD4,SIRT1,1
TEAD4,CALB1,1
TEAD4,TMEM64,1
TEAD4,CSDE1,1
TEAD4,ANKRD13C,1
TEAD4,ZNF165,1
TEAD4,C3orf14,1
TEAD4,CTNNB1,1
TEAD4,ATF6,1
TEAD4,DLC1,1
TEAD4,RBFOX2,1
TEAD4,CXXC1,1
TEAD4,ZFHX3,1
TEAD4,ETS1,1
TEAD4,SFPQ,1
TEAD4,PLK2,1
TEAD4,DAB2,1
TEAD4,MBIP,1
TEAD4,MCM7,1
TEAD4,PAWR,1
TEAD4,SRSF2,1
TEAD4,MRPL1,1
TEAD4,GTF2H2,1
TEAD4,REV3L,1
TEAD4,RPP40,1
TEAD4,XRCC5,1
TEAD4,IFI16,1
TEAD4,PREPL,1
TEAD4,GDAP1,1
TEAD4,NOL11,1
TEAD4,SLC39A8,1
TEAD4,CITED2,1
TEAD4,TMF1,1
TEAD4,SLC35A3,1
TEAD4,SUPT7L,1
TEAD4,STAT2,1
TEAD4,BMPR1A,1
TEAD4,ZNF219,1
TEAD4,AFF1,1
TEAD4,ANKRD50,1
TEAD4,ASXL1,1
TEAD4,NUP54,1
TEAD4,NDUFC2-KCTD14,1
TEAD4,AGL,1
TEAD4,FUBP1,1
TEAD4,SRSF1,1
TEAD4,ZNF589,1
TEAD4,LIMCH1,1
TEAD4,BUB1B,1
TEAD4,KAT6A,1
TEAD4,MAML3,1
TEAD4,CEP290,1
TEAD4,RUNX1,1
TEAD4,ID1,1
TEAD4,PNPLA8,1
TEAD4,IL6ST,1
TEAD4,AIP,1
TEAD4,TJP2,1
TEAD4,COL4A6,1
TEAD4,SNRPB,1
TEAD4,KIF23,1
TEAD4,RRAS2,1
TEAD4,EEF1A1,1
TEAD4,ARL4A,1
TEAD4,BCLAF1,1
TEAD4,GRHL1,1
TEAD4,ELL2,1
TEAD4,RBPJ,1
TEAD4,NFAT5,1
TEAD4,SUPT16H,1
TEAD4,PDCD11,1
TEAD4,POLR2H,1
TEAD4,FER,1
TEAD4,TDRD7,1
TEAD4,PHB2,1
TEAD4,CDCA7L,1
TEAD4,PALLD,1
TEAD4,ZRANB2,1
TEAD4,FXR1,1
TEAD4,ZFYVE16,1
TEAD4,MEIS1,1
TEAD4,DNMT3A,1
TEAD4,FBXO28,1
TEAD4,OTUD6B,1
TEAD4,KLHL12,1
TEAD4,TTC27,1
TEAD4,ARID5B,1
TEAD4,CAP2,1
TEAD4,NDC80,1
TEAD4,CDC7,1
TEAD4,RAD51AP1,1
TEAD4,TFAP4,1
TEAD4,ESCO2,1
TEAD4,ITM2A,1
TEAD4,REL,1
TEAD4,PARN,1
TEAD4,SLC19A2,1
TEAD4,STIM2,1
TEAD4,DNAJC2,1
TEAD4,CCDC138,1
TEAD4,ELMO1,1
TEAD4,PAM,1
TEAD4,SLC35F1,1
TEAD4,RRN3,1
TEAD4,PPM1H,1
TEAD4,POLR1C,1
TEAD4,BRWD1,1
TEAD4,MIA3,1
TEAD4,SNRPD1,1
TEAD4,WDFY1,1
TEAD4,TFAP2A,1
TEAD4,RMI1,1
TEAD4,HNRNPK,1
TEAD4,JMJD1C,1
TEAD4,KAT7,1
TEAD4,TTK,1
TEAD4,ETV1,1
TEAD4,RAD51,1
TEAD4,ATP2B4,1
TEAD4,LPGAT1,1
TEAD4,NFKBIB,1
TEAD4,TRAF6,1
TEAD4,DKK1,1
TEAD4,MRPS35,1
TEAD4,NFYB,1
TEAD4,SLC39A11,1
TEAD4,NUP35,1
TEAD4,HNRNPAB,1
TEAD4,WWP1,1
TEAD4,ZBTB38,1
TEAD4,SSB,1
TEAD4,RUVBL1,1
TEAD4,WWTR1,1
TEAD4,SEMA6A,1
TEAD4,PGM2,1
TEAD4,NFIA,1
TEAD4,SLC46A3,1
TEAD4,LTBP1,1
TEAD4,APBB2,1
TEAD4,SNAI1,1
TEAD4,TCF7L1,1
TEAD4,NR2C1,1
TEAD4,RBBP4,1
TEAD4,PLAGL2,1
TEAD4,SMARCC1,1
TEAD4,COL1A2,1
TEAD4,MEF2D,1
TEAD4,ZNF398,1
TEAD4,E2F4,1
TEAD4,TADA1,1
TEAD4,TFE3,1
TEAD4,RFESD,1
TEAD4,ACOX3,1
TEAD4,C4orf46,1
TEAD4,LPIN1,1
TEAD4,USP44,1
TEAD4,FBXO34,1
TEAD4,VIM,1
TEAD4,NOC3L,1
TEAD4,NCAM1,1
TEAD4,ALCAM,1
TEAD4,LIN28A,1
TEAD4,FOXN3,1
TEAD4,PDGFRA,1
TEAD4,PDCD4,1
TEAD4,ASNS,1
TEAD4,TRIP11,1
TEAD4,TRIM2,1
TEAD4,TP53,1
TEAD4,SERPINE2,1
TEAD4,TBX3,1
TEAD4,TIPARP,1
TEAD4,PITX2,1
TEAD4,DNA2,1
TEAD4,EHMT2,1
TEAD4,ZNF30,1
TEAD4,GCA,1
TEAD4,VHL,1
TEAD4,INSIG2,1
TEAD4,APBB1,1
TEAD4,TNC,1
TEAD4,MXI1,1
TEAD4,ANKZF1,1
TEAD4,AKAP2,1
TEAD4,ESRP1,1
TEAD4,CA2,1
TEAD4,GAD1,1
TEAD4,DTL,1
TEAD4,CCPG1,1
TEAD4,DYNC2LI1,1
TEAD4,RND3,1
TEAD4,E2F3,1
TEAD4,MEX3C,1
TEAD4,ST8SIA1,1
TEAD4,RHOBTB3,1
TEAD4,KIAA1324L,1
TEAD4,FOXD3,1
TEAD4,NR3C1,1
TEAD4,PA2G4,1
TEAD4,OXTR,1
TEAD4,MCM4,1
TEAD4,VWA5A,1
TEAD4,TEX10,1
TEAD4,CSRP2,1
TEAD4,MLLT3,1
TEAD4,KLF5,1
TEAD4,MRPS30,1
TEAD4,PLSCR4,1
TEAD4,DNMT1,1
TEAD4,DEPDC1B,1
TEAD4,CCNA2,1
TEAD4,SNAPC3,1
TEAD4,SOX5,1
TEAD4,UNC5D,1
TEAD4,SNX18,1
TEAD4,CPVL,1
TEAD4,APC,1
TEAD4,LRR1,1
TEAD4,FLRT3,1
TEAD4,NAA15,1
TEAD4,CCNE2,1
TEAD4,U2AF1,1
TEAD4,JPH1,1
TEAD4,CDC20,1
TEAD4,PLOD2,1
TEAD4,EWSR1,1
TEAD4,RNPS1,1
TEAD4,GATM,1
TEAD4,SMG6,1
TEAD4,ISCA1,1
TEAD4,OTX2,1
TEAD4,GABRB3,1
TEAD4,CDH11,1
TEAD4,POLR2D,1
TEAD4,FEZ1,1
TEAD4,HLA-DRB1,1
TEAD4,KLF7,1
TEAD4,PMP22,1
TEAD4,PHF21A,1
TEAD4,WDHD1,1
TEAD4,XRCC6,1
TEAD4,CER1,1
TEAD4,S1PR3,1
TEAD4,CYP26A1,1
TEAD4,PPARA,1
TEAD4,SKA3,1
TEAD4,SLC6A15,1
TEAD4,MECOM,1
TEAD4,SH3BGRL,1
TEAD4,MMP16,1
TEAD4,ZNF521,1
TEAD4,SALL2,1
TEAD4,FBN1,1
TEAD4,CLGN,1
TEAD4,EPHA4,1
TEAD4,ALG6,1
TEAD4,PENK,1
TEAD4,TMEM131,1
TEAD4,BMP4,1
TEAD4,FOXK1,1
TEAD4,ZNF585B,1
TEAD4,SIX6,1
TEAD4,SNAI2,1
TEAD4,COL4A1,1
TEAD4,KDR,1
TEAD4,EPB41L3,1
TEAD4,EMB,1
TEAD4,NANOG,1
TEAD4,TFDP1,1
TEAD4,FOXJ1,1
TEAD4,SATB1,1
TEAD4,SCD5,1
TEAD4,AMN1,1
TEAD4,DPYSL3,1
TEAD4,ARHGAP28,1
TEAD4,ETV7,1
TEAD4,MXD4,1
TEAD4,ZIC2,1
TEAD4,HESX1,1
TEAD4,MAPK10,1
TEAD4,HDGF,1
TFAP2A,BAG3,1
TFAP2A,NOC3L,1
TFAP2A,CDC7,1
TFAP2A,MED16,1
TFAP2A,ANKMY2,1
TFAP2A,MCM2,1
TFAP2A,PA2G4,1
TFAP2A,SETBP1,1
TFAP2A,TEAD1,1
TFAP2A,SRSF1,1
TFAP2A,DEPDC1B,1
TFAP2A,AKAP2,1
TFAP2A,ZNF24,1
TFAP2A,ZNF280B,1
TFAP2A,FZD5,1
TFAP2A,ALG6,1
TFAP2A,HNRNPD,1
TFAP2A,TRIM27,1
TFAP2A,PRKACB,1
TFAP2A,DDHD2,1
TFAP2A,UTP18,1
TFAP2A,DAB2,1
TFAP2A,ADAMTS3,1
TFAP2A,FUBP1,1
TFAP2A,MSX1,1
TFAP2A,LIN28A,1
TFAP2A,MIF,1
TFAP2A,SNAPC3,1
TFAP2A,MCM3,1
TFAP2A,SKIL,1
TFAP2A,NFIA,1
TFAP2A,PRTG,1
TFAP2A,IRF1,1
TFAP2A,HPRT1,1
TFAP2A,CA2,1
TFAP2A,DLC1,1
TFAP2A,DCAF6,1
TFAP2A,ZFHX3,1
TFAP2A,CEP290,1
TFAP2A,MCM6,1
TFAP2A,REL,1
TFAP2A,DDX54,1
TFAP2A,MCC,1
TFAP2A,CHEK2,1
TFAP2A,CCND1,1
TFAP2A,NUAK1,1
TFAP2A,GLIPR2,1
TFAP2A,GPSM2,1
TFAP2A,PARP1,1
TFAP2A,PLOD2,1
TFAP2A,SERTAD2,1
TFAP2A,TBC1D4,1
TFAP2A,SLC19A2,1
TFAP2A,SH3RF1,1
TFAP2A,DDAH1,1
TFAP2A,WDHD1,1
TFAP2A,ESPL1,1
TFAP2A,BCLAF1,1
TFAP2A,ZNF8,1
TFAP2A,ANKRD6,1
TFAP2A,ARID3B,1
TFAP2A,KLHL12,1
TFAP2A,ENO1,1
TFAP2A,CDCA7L,1
TFAP2A,GATAD2A,1
TFAP2A,ISCA1,1
TFAP2A,ZDHHC21,1
TFAP2A,SNX14,1
TFAP2A,TNC,1
TFAP2A,COL5A1,1
TFAP2A,RALB,1
TFAP2A,ITPR2,1
TFAP2A,UTP15,1
TFAP2A,CCDC82,1
TFAP2A,ARHGAP28,1
TFAP2A,ODC1,1
TFAP2A,TDRD7,1
TFAP2A,DNAAF2,1
TFAP2A,LIFR,1
TFAP2A,ANKRD50,1
TFAP2A,RUVBL2,1
TFAP2A,FER,1
TFAP2A,MXD4,1
TFAP2A,MYOCD,1
TFAP2A,ZNF488,1
TFAP2A,ASNS,1
TFAP2A,KIF21A,1
TFAP2A,PHLDB2,1
TFAP2A,EPHA4,1
TFAP2A,TRIM25,1
TFAP2A,XRN1,1
TFAP2A,RHOBTB3,1
TFAP2A,APBB2,1
TFAP2A,PPP1R9A,1
TFAP2A,NCAPG,1
TFAP2A,BAMBI,1
TFAP2A,SYNE2,1
TFAP2A,TIPIN,1
TFAP2A,PDCD4,1
TFAP2A,KHSRP,1
TFAP2A,TIMP3,1
TFAP2A,VPS13C,1
TFAP2A,NFKBIB,1
TFAP2A,RARG,1
TFAP2A,PHC1,1
TFAP2A,TSPAN12,1
TFAP2A,TCF7L1,1
TFAP2A,CRABP2,1
TFAP2A,PPARA,1
TFAP2A,NOL11,1
TFAP2A,MRPS35,1
TFAP2A,VASH2,1
TFAP2A,CTNNB1,1
TFAP2A,ARL4A,1
TFAP2A,LDB2,1
TFAP2A,HEG1,1
TFAP2A,RNF138,1
TFAP2A,RNPS1,1
TFAP2A,RMI1,1
TFAP2A,HNRNPK,1
TFAP2A,MFAP4,1
TFAP2A,MAFG,1
TFAP2A,FOXJ1,1
TFAP2A,AFF1,1
TFAP2A,YAF2,1
TFAP2A,VHL,1
TFAP2A,FAM117B,1
TFAP2A,TADA1,1
TFAP2A,ENC1,1
TFAP2A,EGF,1
TFAP2A,TRIM2,1
TFAP2A,CDK6,1
TFAP2A,ZBTB10,1
TFAP2A,ATG4C,1
TFAP2A,GTF2H2,1
TFAP2A,ARID3A,1
TFAP2A,NUCB2,1
TFAP2A,RNF14,1
TFAP2A,HELZ,1
TFAP2A,BUB1B,1
TFAP2A,PPT2,1
TFAP2A,CDCA2,1
TFAP2A,MEF2D,1
TFAP2A,SLC36A4,1
TFAP2A,C3orf14,1
TFAP2A,CBFA2T2,1
TFAP2A,TP53INP1,1
TFAP2A,PARN,1
TFAP2A,CDH11,1
TFAP2A,ZNF239,1
TFAP2A,KAT6A,1
TFAP2A,COL1A2,1
TFAP2A,CHAF1A,1
TFAP2A,POLR1C,1
TFAP2A,TGFBR3,1
TFAP2A,LIMD1,1
TFAP2A,KLHL24,1
TFAP2A,ZNF585B,1
TFAP2A,RGPD2,1
TFAP2A,HMGN2,1
TFAP2A,DNMT1,1
TFAP2A,TMEM47,1
TFAP2A,ARID5B,1
TFAP2A,TMEM38B,1
TFAP2A,DEDD2,1
TFAP2A,HMGA1,1
TFAP2A,HAS2,1
TFAP2A,SNAI1,1
TFAP2A,KIF23,1
TFAP2A,FOXP1,1
TFAP2A,ELMOD2,1
TFAP2A,SH3BGRL2,1
TFAP2A,ANKRD28,1
TFAP2A,ANKRD1,1
TFAP2A,COL5A2,1
TFAP2A,AFF4,1
TFAP2A,TDP2,1
TFAP2A,DNMT3A,1
TFAP2A,MIA3,1
TFAP2A,SLC39A11,1
TFAP2A,POLR2D,1
TFAP2A,SERPINE2,1
TFAP2A,SUPT16H,1
TFAP2A,GATA2,1
TFAP2A,TRERF1,1
TFAP2A,THY1,1
TFAP2A,SUPT7L,1
TFAP2A,MATN3,1
TFAP2A,APC,1
TFAP2A,NT5DC3,1
TFAP2A,CITED2,1
TFAP2A,PER3,1
TFAP2A,IFI16,1
TFAP2A,TGFB1,1
TFAP2A,CEP85L,1
TFAP2A,ROR2,1
TFAP2A,SATB2,1
TFAP2A,VWA5A,1
TFAP2A,PLCB4,1
TFAP2A,LPIN1,1
TFAP2A,TEAD4,1
TFAP2A,COBLL1,1
TFAP2A,DUSP4,1
TFAP2A,TIPARP,1
TFAP2A,RAB31,1
TFAP2A,PDGFRA,1
TFAP2A,CLDN11,1
TFAP2A,NDC80,1
TFAP2A,MYOF,1
TFAP2A,ZBTB38,1
TFAP2A,PLSCR4,1
TFAP2A,DNMT3B,1
TFAP2A,RBFOX2,1
TFAP2A,CPE,1
TFAP2A,MME,1
TFAP2A,ZNF398,1
TFAP2A,KLF7,1
TFAP2A,HOMER1,1
TFAP2A,ABLIM1,1
TFAP2A,CUL1,1
TFAP2A,STT3B,1
TFAP2A,RTKN2,1
TFAP2A,RPP40,1
TFAP2A,ETV1,1
TFAP2A,PLAGL2,1
TFAP2A,SPPL2A,1
TFAP2A,MALT1,1
TFAP2A,CTBP1,1
TFAP2A,EPB41L3,1
TFAP2A,PSIP1,1
TFAP2A,REV3L,1
TFAP2A,BMPR1A,1
TFAP2A,CASD1,1
TFAP2A,NR3C1,1
TFAP2A,ARHGAP29,1
TFAP2A,SMAD6,1
TFAP2A,BLM,1
TFAP2A,UNC5D,1
TFAP2A,MEIS2,1
TFAP2A,S1PR3,1
TFAP2A,LGR4,1
TFAP2A,FXR1,1
TFAP2A,AIP,1
TFAP2A,IL6ST,1
TFAP2A,MANEA,1
TFAP2A,FAM89A,1
TFAP2A,RRAS2,1
TFAP2A,RAI14,1
TFAP2A,MCCC1,1
TFAP2A,PRICKLE1,1
TFAP2A,ANXA3,1
TFAP2A,GABRB2,1
TFAP2A,CBX3,1
TFAP2A,WDFY1,1
TFAP2A,PDE3B,1
TFAP2A,LTBP1,1
TFAP2A,CXXC1,1
TFAP2A,ZNF589,1
TFAP2A,ECI2,1
TFAP2A,MECOM,1
TFAP2A,FBN1,1
TFAP2A,BCAR3,1
TFAP2A,FAM135A,1
TFAP2A,PDLIM3,1
TFAP2A,ANKZF1,1
TFAP2A,JMJD1C,1
TFAP2A,RAD51,1
TFAP2A,RNF19A,1
TFAP2A,KDM6A,1
TFAP2A,TLE3,1
TFAP2A,POLR1B,1
TFAP2A,E2F7,1
TFAP2A,SEMA6D,1
TFAP2A,FN1,1
TFAP2A,TEX10,1
TFAP2A,MXI1,1
TFAP2A,CPVL,1
TFAP2A,PHLDA1,1
TFAP2A,CLGN,1
TFAP2A,DLGAP5,1
TFAP2A,SERHL2,1
TFAP2A,ITGA6,1
TFAP2A,NFKBIA,1
TFAP2A,POLR2H,1
TFAP2A,ZBTB2,1
TFAP2A,CUX1,1
TFAP2A,DNAJB14,1
TFAP2A,PRDM14,1
TFAP2A,NFAT5,1
TFAP2A,ITGA5,1
TFAP2A,RUVBL1,1
TFAP2A,FBXO5,1
TFAP2A,TCF4,1
TFAP2A,POU5F1,1
TFAP2A,HCFC1,1
TFAP2A,E2F4,1
TFAP2A,SSB,1
TFAP2A,FARSB,1
TFAP2A,DAXX,1
TFAP2A,SIRT1,1
TFAP2A,ARFGAP3,1
TFAP2A,SMAD2,1
TFAP2A,MAFF,1
TFAP2A,GDAP1,1
TFAP2A,XRCC5,1
TFAP2A,APBB1,1
TFAP2A,SYNC,1
TFAP2A,DSCC1,1
TFAP2A,ASH2L,1
TFAP2A,UBTF,1
TFAP2A,PTMA,1
TFAP2A,NFATC1,1
TFAP2A,NEDD4,1
TFAP2A,FLRT2,1
TFAP2A,SRC,1
TFAP2A,ZNF521,1
TFAP2A,LRIG3,1
TFAP2A,SLC35A3,1
TFAP2A,JUND,1
TFAP2A,NUSAP1,1
TFAP2A,CCNB2,1
TFAP2A,TFAP4,1
TFAP2A,ZFPM2,1
TFAP2A,STC1,1
TFAP2A,PALLD,1
TFAP2A,RBBP8,1
TFAP2A,POLR2I,1
TFAP2A,GLMN,1
TFAP2A,VIM,1
TFAP2A,TMEM64,1
TFAP2A,E2F3,1
TFAP2A,DCLK1,1
TFAP2A,SFPQ,1
TFAP2A,PNPLA8,1
TFAP2A,WDR35,1
TFAP2A,NRP2,1
TFAP2A,SOS2,1
TFAP2A,AEBP1,1
TFAP2A,POU3F1,1
TFAP2A,TRAF6,1
TFAP2A,POU2F1,1
TFAP2A,CDC20,1
TFAP2A,MYBL2,1
TFAP2A,DPYSL3,1
TFAP2A,SKA3,1
TFAP2A,CNKSR3,1
TFAP2A,TJP2,1
TFAP2A,LPGAT1,1
TFAP2A,NFE2L3,1
TFAP2A,RBM14,1
TFAP2A,CCPG1,1
TFAP2A,ELK3,1
TFAP2A,SLC6A15,1
TFAP2A,ATP11B,1
TFAP2A,ETS1,1
TFAP2A,LEF1,1
TFAP2A,TRIP6,1
TFAP2A,COLEC12,1
TFAP2A,MCM4,1
TFAP2A,POLR2K,1
TFAP2A,SEMA3A,1
TFAP2A,WDR12,1
TFAP2A,TRIP13,1
TFAP2A,TLE2,1
TFAP2A,TWIST1,1
TFAP2A,TFDP1,1
TFAP2A,GNG11,1
TFAP2A,EEF1A1,1
TFAP2A,AK4,1
TFAP2A,PURA,1
TFAP2A,ARHGAP42,1
TFAP2A,MEX3C,1
TFAP2A,NFIC,1
TFAP2A,BMP4,1
TFAP2A,SMG6,1
TFAP2A,SFRP2,1
TFAP2A,PAM,1
TFAP2A,RSPO3,1
TFAP2A,INSIG2,1
TFAP2A,KLHL28,1
TFAP2A,BHLHE40,1
TFAP2A,AES,1
TFAP2A,POLR2A,1
TFAP2A,ZNF764,1
TFAP2A,ZNF160,1
TFAP2A,RRN3,1
TFAP2A,NR0B1,1
TFAP2A,RPE,1
TFAP2A,RAVER2,1
TFAP2A,RBPJ,1
TFAP2A,ZNF142,1
TFAP2A,LGALSL,1
TFAP2A,EZH2,1
TFAP2A,ETV4,1
TFAP2A,MYCN,1
TFAP2A,COL4A1,1
TFAP2A,SMARCC1,1
TFAP2A,PRSS35,1
TFAP2A,MCM7,1
TFAP2A,ZNF83,1
TFAP2A,CSRP2,1
TFAP2A,CYP1B1,1
TFAP2A,GATM,1
TFAP2A,UPF1,1
TFAP2A,ESCO2,1
TFAP2A,CCDC138,1
TFAP2A,RAI1,1
TFAP2A,APEX1,1
TFAP2A,BRWD1,1
TFAP2A,USP44,1
TFAP2A,TTC39B,1
TFAP2A,MAN1A1,1
TFAP2A,ZFYVE16,1
TFAP2A,MPHOSPH9,1
TFAP2A,TRIM28,1
TFAP2A,SENP7,1
TFAP2A,PTPRZ1,1
TFAP2A,TBX3,1
TFAP2A,STAT3,1
TFAP2A,CCNA2,1
TFAP2A,ETV3,1
TFAP2A,SULF2,1
TFAP2A,SLC39A8,1
TFAP2A,ASXL1,1
TFAP2A,PLAGL1,1
TFAP2A,STIM2,1
TFAP2A,RNF13,1
TFAP2A,CD200,1
TFAP2A,SOX5,1
TFAP2A,DPF2,1
TFAP2A,WWTR1,1
TFAP2A,ARNT2,1
TFAP2A,CEP55,1
TFAP2A,KIF15,1
TFAP2A,ALYREF,1
TFAP2A,SNAI2,1
TFAP2A,PPARGC1B,1
TFAP2A,RFESD,1
TFAP2A,PAWR,1
TFAP2A,STK17B,1
TFAP2A,VPS54,1
TFAP2A,NUP54,1
TFAP2A,HTRA1,1
TFAP2A,BNIP3,1
TFAP2A,ZNF30,1
TFAP2A,POU2F2,1
TFAP2A,STK38L,1
TFAP2A,LZTS1,1
TFAP2A,SCD5,1
TFAP2A,TTK,1
TFAP2A,PRPS2,1
TFAP2A,FBXO28,1
TFAP2A,DAAM1,1
TFAP2A,NCAM1,1
TFAP2A,CCNE2,1
TFAP2A,YBX1,1
TFAP2A,HDGF,1
TFAP2A,NAA15,1
TFAP2A,SOX3,1
TFAP2A,GINS2,1
TFAP2A,DEK,1
TFAP2A,SMAD5,1
TFAP2A,ZEB1,1
TFAP2A,CAMK2D,1
TFAP2A,SLCO2A1,1
TFAP2A,NONO,1
TFAP2A,WLS,1
TFAP2A,PATZ1,1
TFAP2A,TFAP2A,1
TFAP2A,GATA4,1
TFAP2A,PHB2,1
TFAP2A,MLLT3,1
TFAP2A,NFYB,1
TFAP2A,WDR3,1
TFAP2A,MRPL1,1
TFAP2A,MRPS30,1
TFAP2A,MYBBP1A,1
TFAP2A,STAT2,1
TFAP2A,RIN2,1
TFAP2A,ATP2B4,1
TFAP2A,QPCT,1
TFAP2A,ZNF219,1
TFAP2A,FLI1,1
TFAP2A,WWP1,1
TFAP2A,ASS1,1
TFAP2A,YPEL5,1
TFAP2A,SF1,1
TFAP2A,HNRNPAB,1
TFAP2A,RGS5,1
TFAP2A,MED14,1
TFAP2A,HIF1A,1
TFAP2A,ASB9,1
TFAP2A,CAP2,1
TFAP2A,B4GALT4,1
TFAP2A,U2AF1,1
TFAP2A,HIF3A,1
TFAP2A,SEMA6A,1
TFAP2A,PLK1,1
TFAP2A,AMN1,1
TFAP2A,ANKRD26,1
TFAP2A,JPH1,1
TFAP2A,RFC3,1
TFAP2A,SNRPD1,1
TFAP2A,FOXN3,1
TFAP2A,PIK3R5,1
TFAP2A,PGM2,1
TFAP2A,LIMCH1,1
TFAP2A,TMSB15B,1
TFAP2A,GCA,1
TFAP2A,SMARCD1,1
TFAP2A,LMX1B,1
TFAP2A,EXO1,1
TFAP2A,DNA2,1
TFAP2A,MAGI3,1
TFAP2A,ACOX3,1
TFAP2A,ETV7,1
TFAP2A,ANKRD13C,1
TFAP2A,TRIM33,1
TFAP2A,NCOA6,1
TFAP2A,SNRPB,1
TFAP2A,PITX2,1
TFAP2A,HDAC9,1
TFAP2A,BMP2,1
TFAP2A,ID1,1
TFAP2A,CLDN10,1
TFAP2A,KIAA1324L,1
TFAP2A,ZNF471,1
TFAP2A,SRSF3,1
TFAP2A,SNX18,1
TFAP2A,NKX3-1,1
TFAP2A,ELOVL2,1
TFAP2A,NRIP1,1
TFAP2A,LRR1,1
TFAP2A,WDR5,1
TFAP2A,EHMT2,1
TFAP2A,ESRRG,1
TFAP2A,TBX20,1
TFAP2A,KAT7,1
TFAP2A,ESRP1,1
TFAP2A,SFMBT1,1
TFAP2A,ARID4B,1
TFAP2A,EWSR1,1
TFAP2A,STK3,1
TFAP2A,PPM1H,1
TFAP2A,ZNF516,1
TFAP2A,PIP4K2A,1
TFAP2A,NFATC3,1
TFAP2A,APOBEC3C,1
TFAP2A,TP53,1
TFAP2A,BMPER,1
TFAP2A,AMIGO2,1
TFAP2A,POLR3G,1
TFAP2A,NR2C1,1
TFAP2A,PLK2,1
TFAP2A,RBBP4,1
TFAP2A,PHF21A,1
TFAP2A,ILF3,1
TFAP2A,ISL1,1
TFAP2A,UPF2,1
TFAP2A,SOX17,1
TFAP2A,PRIM1,1
TFAP2A,RUNX1,1
TFAP2A,ELMO1,1
TFAP2A,ELAVL2,1
TFAP2A,TFB2M,1
TFAP2A,CREB3L2,1
TFAP2A,CDCA8,1
TFAP2A,SRSF10,1
TFAP2A,DECR1,1
TFAP2A,CSDE1,1
TFAP2A,SLITRK2,1
TFAP2A,CRHBP,1
TFAP2A,MAP4K3,1
TFAP2A,EPCAM,1
TFAP2A,GATA6,1
TFAP2A,TNFRSF11B,1
TFAP2A,CNTRL,1
TFAP2A,SATB1,1
TFAP2A,FOXK1,1
TFAP2A,BTF3,1
TFAP2A,C4orf46,1
TFAP2A,SH3BGRL,1
TFAP2A,ZNF146,1
TFAP2A,TGFB1I1,1
TFAP2A,KDR,1
TFAP2A,SAMD3,1
TFAP2A,DTL,1
TFAP2A,FST,1
TFAP2A,SRSF2,1
TFAP2A,SAP18,1
TFAP2A,AGL,1
TFAP2A,PTGR1,1
TFAP2A,MAML3,1
TFAP2A,RIOK1,1
TFAP2A,GRHL1,1
TFAP2A,ZNF512,1
TFAP2A,MMP16,1
TFAP2A,FEZ1,1
TFAP2A,PREPL,1
TFAP2A,SORL1,1
TFAP2A,NDUFC2-KCTD14,1
TFAP2A,AGPAT5,1
TFAP2A,FOXJ2,1
TFAP2A,SOX13,1
TFAP2A,SMARCD3,1
TFAP2A,GPC3,1
TFAP2A,AR,1
TFAP2A,SLC46A3,1
TFAP2A,NLGN4X,1
TFAP2A,LMO2,1
TFAP2A,MDM4,1
TFAP2A,TLE1,1
TFAP2A,NUDT11,1
TFAP2A,SP110,1
TFAP2A,KLHL4,1
TFAP2A,PCDH7,1
TFAP2A,EMB,1
TFAP2A,PRMT6,1
TFAP2A,SEMA3E,1
TFAP2A,DKK1,1
TFAP2A,SALL2,1
TFAP2A,THAP9,1
TFAP2A,NEDD9,1
TFAP2A,TTC27,1
TFAP2A,EGR1,1
TFAP2A,PMAIP1,1
TFAP2A,LIPG,1
TFAP2A,MITF,1
TFAP2A,COMMD10,1
TFAP2A,SEMA5A,1
TFAP2A,TCOF1,1
TFAP2A,NFIB,1
TFAP2A,CD9,1
TFAP2A,UHRF1,1
TFAP2A,PFKFB2,1
TFAP2A,PELI2,1
TFAP2A,ZNF202,1
TFAP2A,ZRANB2,1
TFAP2A,FBXO34,1
TFAP2A,ZNF518B,1
TFAP2A,ST3GAL6,1
TFAP2A,KRCC1,1
TFAP2A,RAD51AP1,1
TFAP2A,RXRG,1
TFAP2A,HSD17B11,1
TFAP2A,DYNC1I1,1
TFAP2A,KLF5,1
TFAP2A,EOMES,1
TFAP2A,ARL4D,1
TFAP2A,ID3,1
TFAP2A,GLDC,1
TFAP2A,DNAJC2,1
TFAP2A,OXTR,1
TFAP2A,SLC35F1,1
TFAP2A,ILF2,1
TFAP2A,FREM1,1
TFAP2A,TRPS1,1
TFAP2A,TMF1,1
TFAP2A,PMP22,1
TFAP2A,PROM1,1
TFAP2A,XRCC6,1
TFAP2A,GLRX,1
